"","Codigo_nacional","Estación","Latitud","Longitud","Altura","Region","Macrozona","Comuna","Cuenca","Subcuenca"
"1710","410001","Punta huano DMC",-41.14528,-72.28833,217,"Región de Los Lagos","Sur","Puerto Varas","Cuencas e Islas entre R.Bueno y R. Puelo","Rio Petrohue"
"1711","330028","Punta panul faro DMC",-33.575,-71.625,89,"Región de Valparaíso","Centro","San Antonio","Rio Maipo","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)"
"1712","360069","Punta parra DMC",-36.6725,-72.96472,190,"Región del Bío-Bío","Centro","Tomé","Costeras e Islas entre Rio Itata y Rio Bio-Bio","Costeras entre Rio Pingueral Y Rio Andalien"
"1713","290005","Punta tortuga faro DMC",-29.93389,-71.34278,24,"Región de Coquimbo","Norte","Coquimbo",NA,NA
"1714","360013","Punta tumbes faro DMC",-36.61639,-73.11583,88,"Región del Bío-Bío","Centro","Talcahuano","Costeras e Islas entre Rio Itata y Rio Bio-Bio","Costeras entre Rio Andalien Y Rio Bio-Bio"
"1715","180002","Puquios reten DMC",-18.17583,-69.74667,3744,"Región de Arica y Parinacota","Norte","Arica","Quebrada de la Concordia","Quebrada De La Concordia"
"1716","380020","Puren los estanques DMC",-38.03333,-73.05,90,"Región de La Araucanía","Centro","Purén","Rio Imperial","Rio Lumaco"
"1717","400056","Purranque DMC",-40.87944,-73.0525,119,"Región de Los Lagos","Sur","Purranque","Rio Bueno","Rio Negro"
"1718","390004","Purulon escuela agricola DMC",-39.48083,-72.69278,95,"Región de Los Ríos","Sur","Lanco","Rio Valdivia","Rio Cruces"
"1719","320016","Putaendo DMC",-32.625,-70.71833,825,"Región de Valparaíso","Centro","Putaendo","Rio Aconcagua","Aconcagua Medio"
"1720","180020","Putre dcp DMC",-18.195,-69.55889,3570,"Región de Arica y Parinacota","Norte","Putre","Rio Lluta","Rio Lluta Alto"
"1721","180017","Putre DMC",-18.2,-69.5625,3532,"Región de Arica y Parinacota","Norte","Putre","Rio Lluta","Rio Lluta Alto"
"1722","180029","Putre inia DMC",-18.19694,-69.55389,3577,"Región de Arica y Parinacota","Norte","Putre","Rio Lluta","Rio Lluta Alto"
"1723","180003","Putre tenencia DMC",-18.195,-69.55917,3563,"Región de Arica y Parinacota","Norte","Putre","Rio Lluta","Rio Lluta Alto"
"1724","190006","Q caminna 3 km a arriba de tarcavire DMC",-19.11805,-69.24472,3863,"Región de Tarapacá","Norte","Colchane","Costeras R.Camarones-Pampa del Tamarugal","Quebrada de Camiña"
"1725","190008","Qda tarapaca en sibaya DMC",-19.78305,-69.14333,2836,"Región de Tarapacá","Norte","Huara","Pampa del Tamarugal","Quebrada de Tarapaca"
"1726","300041","Quebr larga cota 3500 dcp DMC",-30.72528,-70.29167,3500,"Región de Coquimbo","Norte","Monte Patria","Rio Limari","R. Grande Medio (arriba Junta R. Rapel y R. Guatulame o Muro Emb. Paloma)"
"1727","220018","Quebrada barriles DMC",-22.08,-70.18333,107,"Región de Antofagasta","Norte","Tocopilla","Costeras R.Loa-Q.Caracoles","Costeras entre Q. Iquine y Q.Tocopilla (inclusive)"
"1728","230010","Quebrada bonilla DMC",-23.58278,-70.37417,112,"Región de Antofagasta","Norte","Antofagasta","Costeras R.Loa-Q.Caracoles","Costeras entre Q. Chacaya y Q. Caracoles"
"1729","330024","Quebrada de la plata DMC",-33.53333,-70.76667,600,"Región Metropolitana de Santiago","Centro","Maipú","Rio Maipo","Mapocho Bajo"
"1730","330144","Quebrada de macul DMC",-33.50083,-70.51417,965,"Región Metropolitana de Santiago","Centro","Peñalolén","Rio Maipo","Mapocho Bajo"
"1731","330069","Quebrada del lunes DMC",-33.36778,-70.37028,1738,"Región Metropolitana de Santiago","Centro","Lo Barnechea","Rio Maipo","R.  Mapocho Alto"
"1732","230015","Quebrada el toro DMC",-23.66805,-70.39611,89,"Región de Antofagasta","Norte","Antofagasta","Quebrada Caracoles","Q. Caracoles entre Salares Navidad y del Carmen (inclusive) y desembocadura"
"1733","230012","Quebrada farellones DMC",-23.61444,-70.37028,185,"Región de Antofagasta","Norte","Antofagasta","Costeras R.Loa-Q.Caracoles","Costeras entre Q. Chacaya y Q. Caracoles"
"1734","240003","Quebrada guanaqueros DMC",-24.44139,-68.55306,4029,"Región de Antofagasta","Norte","Antofagasta","Endorreicas Salar Atacama-Vertiente Pacifico","Salar Punta Negra"
"1735","230017","Quebrada jardines del sur DMC",-23.70167,-70.42083,26,"Región de Antofagasta","Norte","Antofagasta","Quebrada la Negra","Q. La Negra (de Mateo) entre Q. Grande y desembocadura"
"1736","230013","Quebrada la cadena DMC",-23.62694,-70.375,139,"Región de Antofagasta","Norte","Antofagasta","Quebrada Caracoles","Q. Caracoles entre Quebrada El Buitre y  Salar del Carmen"
"1737","230008","Quebrada la chimba DMC",-23.55861,-70.39528,33,"Región de Antofagasta","Norte","Antofagasta","Costeras R.Loa-Q.Caracoles","Costeras entre Q. Chacaya y Q. Caracoles"
"1738","330137","Quebrada ramon en recinto emos DMC",-33.43305,-70.51444,869,"Región Metropolitana de Santiago","Centro","Las Condes","Rio Maipo","Mapocho Bajo"
"1739","0","Quebrada tal tal DMC",0,0,0,NA,"Null",NA,NA,NA
"1740","360001","Quella reten DMC",-36.05722,-72.10028,135,"Región del Maule","Centro","Cauquenes","Rio Maule","Perquilauquen Alto"
"1741","430001","Quellon ad DMC",-43.13361,-73.63278,13,"Región de Los Lagos","Sur","Quellón","Islas Chiloe y Circundantes","Isla Chiloe"
"1742","400037","Quilacahuin DMC",-40.34806,-73.3075,17,"Región de Los Ríos","Sur","San Pablo","Rio Bueno","R. Rahue Bajo"
"1743","370020","Quilaco DMC",-37.7,-72.01667,250,"Región del Bío-Bío","Centro","Quilaco","Rio Bio-Bio","Rio Bio-Bio entre Rio Ranquil y Rio Duqueco"
"1744","410028","Quilanto DMC",-41.03055,-72.99611,161,"Región de Los Lagos","Sur","Frutillar","Rio Bueno","Rio Negro"
"1745","390016","Quilentue fundo DMC",-39.35194,-72.11805,405,"Región de La Araucanía","Centro","Villarrica","Rio Tolten","Lago Villarica y Tolten Alto"
"1746","320002","Quilimari DMC",-32.11694,-71.49083,15,"Región de Coquimbo","Norte","Los Vilos","Rio QuiLimari","Rio Quilimari hasta Muro Embalse Culimo"
"1747","210005","Quillagua escuela DMC",-21.66083,-69.535,809,"Región de Antofagasta","Norte","María Elena","Rio Loa","Loa Medio (entre R.  Salado y Q. de Barrera)"
"1748","210004","Quillagua reten aduana DMC",-21.6275,-69.55111,799,"Región de Antofagasta","Norte","Pozo Almonte","Rio Loa","Loa Medio (entre R.  Salado y Q. de Barrera)"
"1749","210001","Quillagua reten pueblo DMC",-21.65833,-69.53444,809,"Región de Antofagasta","Norte","María Elena","Rio Loa","Loa Medio (entre R.  Salado y Q. de Barrera)"
"1750","400012","Quillaico DMC",-40.2825,-72.57528,166,"Región de Los Ríos","Sur","Lago Ranco","Rio Bueno","Rio Bueno entre Lago Ranco y Rio Pilmaiquen"
"1751","360088","Quillon DMC",-36.745,-72.50472,68,"Región del Ñuble","Centro","Quillón","Rio Itata","Itata Medio"
"1752","320078","Quillota DMC",-32.89611,-71.20639,130,"Región de Valparaíso","Centro","Quillota","Rio Aconcagua","Aconcagua Bajo"
"1753","330005","Quilpue esval DMC",-33.05639,-71.46028,198,"Región de Valparaíso","Centro","Quilpué","Costeras entre Aconcagua y Maipo","E. Marga-Marga"
"1754","340048","Quimavida DMC",-34.215,-70.99694,316,"Región del Libertador Bernardo O'Higgins","Centro","Coltauco","Rio Rapel","Cachapoal Bajo"
"1755","340050","Quinta de tilcoco DMC",-34.35778,-70.96722,287,"Región del Libertador Bernardo O'Higgins","Centro","Quinta de Tilcoco","Rio Rapel","Cachapoal Bajo"
"1756","330020","Quinta normal santiago DMC",-33.445,-70.68278,534,"Región Metropolitana de Santiago","Centro","Estación Central","Rio Maipo","Mapocho Bajo"
"1757","320056","Quintero climatologica DMC",-32.78417,-71.52278,5,"Región de Valparaíso","Centro","Quintero","Costeras Ligua-Aconcagua","Costeras entre Estero Catapilco y Rio Aconcagua"
"1758","320025","Quintero estacion aeronautica DMC",-32.78889,-71.52555,13,"Región de Valparaíso","Centro","Quintero","Costeras Ligua-Aconcagua","Costeras entre Estero Catapilco y Rio Aconcagua"
"1759","380051","Quiripio DMC",-38.63972,-73.24417,322,"Región de La Araucanía","Centro","Carahue","Rio Imperial","Rio Imperial"
"1760","390939","Quitaluto univ austral valdivia DMC",-39.8,-73.2,21,"Región de Los Ríos","Sur","Valdivia","Rio Valdivia","Rio Calle Calle"
"1761","390017","Quitratue reten DMC",-39.15583,-72.66,92,"Región de La Araucanía","Centro","Gorbea","Rio Tolten","Tolten Bajo"
"1762","320034","Radio faro el tabon DMC",-32.93278,-70.81972,842,"Región de Valparaíso","Centro","Tiltil","Rio Maipo","Mapocho Bajo"
"1763","380037","Ralco emb DMC",-38.05722,-71.435,742,"Región del Bío-Bío","Centro","Alto Biobío","Rio Bio-Bio","Rio Bio-Bio entre Rio Ranquil y Rio Duqueco"
"1764","340094","Rancagua cachapoal dcp DMC",-34.19083,-70.75083,525,"Región del Libertador Bernardo O'Higgins","Centro","Rancagua","Rio Rapel","Cachapoal Bajo"
"1765","340045","Rancagua DMC",-34.17222,-70.77611,482,"Región del Libertador Bernardo O'Higgins","Centro","Rancagua","Rio Rapel","Cachapoal Bajo"
"1766","340070","Rancagua fundo DMC",-34.195,-70.67167,572,"Región del Libertador Bernardo O'Higgins","Centro","Machalí","Rio Rapel","Cachapoal Bajo"
"1767","340137","Rancagua punta cortes DMC",-34.17389,-70.79389,484,"Región del Libertador Bernardo O'Higgins","Centro","Rancagua","Rio Rapel","Cachapoal Bajo"
"1768","340902","Rancagua radioestacion f a ch DMC",-34.13333,-70.71667,500,"Región del Libertador Bernardo O'Higgins","Centro","Rancagua","Rio Rapel","Cachapoal Bajo"
"1769","350032","Rari DMC",-35.67194,-72.08167,335,"Región del Maule","Centro","San Javier","Rio Maule","Perquilauquen Bajo"
"1770","340143","Rauco DMC",-34.925,-71.28305,212,"Región del Maule","Centro","Rauco","Rio Mataquito","Rio Teno"
"1771","400011","Remehue i n i a DMC",-40.52222,-73.06361,73,"Región de Los Lagos","Sur","Osorno","Rio Bueno","R. Rahue Bajo"
"1772","370073","Renaico DMC",-37.72611,-72.60472,88,"Región de La Araucanía","Centro","Renaico","Rio Bio-Bio","Rios Malleco y Vergara"
"1773","340013","Rengo essbio DMC",-34.40694,-70.86028,323,"Región del Libertador Bernardo O'Higgins","Centro","Rengo","Rio Rapel","Cachapoal Bajo"
"1774","300032","Reserva nacional fray jorge DMC",-30.62722,-71.6625,273,"Región de Coquimbo","Norte","Ovalle","Rio Limari","Rio Limari"
"1775","180910","Reten central arica DMC",-18.36167,-69.95944,1492,"Región de Arica y Parinacota","Norte","Arica","Quebrada de la Concordia","Quebrada De La Concordia"
"1776","360003","Retiro bureo DMC",-35.86667,-71.83333,110,"Región del Maule","Centro","Retiro","Rio Maule","Perquilauquen Bajo"
"1777","360047","Retiro copihue DMC",-36.07555,-71.75805,162,"Región del Maule","Centro","Retiro","Rio Maule","Perquilauquen Bajo"
"1778","360080","Retiro parral norte DMC",-36.23028,-71.73222,210,"Región del Maule","Centro","Parral","Rio Maule","Perquilauquen Alto"
"1779","390012","Reumen DMC",-39.98667,-72.83389,69,"Región de Los Ríos","Sur","Paillaco","Rio Valdivia","Rio Calle Calle"
"1780","340068","Rincon del abra fundo DMC",-34.25556,-70.92805,358,"Región del Libertador Bernardo O'Higgins","Centro","Coinco","Rio Rapel","Cachapoal Bajo"
"1781","320017","Rinconada de silva reten DMC",-32.66222,-70.71805,744,"Región de Valparaíso","Centro","Putaendo","Rio Aconcagua","Aconcagua Medio"
"1782","320090","Rinconada DMC",-32.83694,-70.6925,726,"Región de Valparaíso","Centro","Rinconada","Rio Aconcagua","Aconcagua Medio"
"1783","320032","Rinconada reten DMC",-32.83722,-70.68833,728,"Región de Valparaíso","Centro","Rinconada","Rio Aconcagua","Aconcagua Medio"
"1784","330141","Rinconada u de chile DMC",-33.49722,-70.84556,462,"Región Metropolitana de Santiago","Centro","Maipú","Rio Maipo","Mapocho Bajo"
"1785","320074","Rio aconcagua en chacabuquito DMC",-32.85055,-70.50944,950,"Región de Valparaíso","Centro","San Esteban","Rio Aconcagua","Aconcagua Medio"
"1786","320077","Rio aconcagua en rio blanco DMC",-32.91028,-70.30722,1420,"Región de Valparaíso","Centro","Los Andes","Rio Aconcagua","Aconcagua Alto"
"1787","320072","Rio aconcagua en romeral DMC",-32.84,-71.02555,365,"Región de Valparaíso","Centro","Llaillay","Rio Aconcagua","Aconcagua Bajo"
"1788","320070","Rio aconcagua en san felipe DMC",-32.7575,-70.73667,650,"Región de Valparaíso","Centro","San Felipe","Rio Aconcagua","Aconcagua Medio"
"1789","320067","Rio alicahue en colliguay DMC",-32.33083,-70.73778,780,"Región de Valparaíso","Centro","Cabildo","Rio Ligua","Rio Ligua Alto (Estero Alicahue)"
"1790","350077","Rio ancora en el morro DMC",-35.90833,-71.29667,430,"Región del Maule","Centro","Linares","Rio Maule","Rio Loncomilla"
"1791","330155","Rio angostura en valdivia de paine DMC",-33.81111,-70.88361,350,"Región Metropolitana de Santiago","Centro","Paine","Rio Maipo","Rio Maipo Medio"
"1792","450014","Rio aysen en pto aysen DMC",-45.40583,-72.62305,10,"Región de Aysén del Gral.Ibañez del Campo","Sur","Aysén","Rio Aisen","Rio Aisen entre Rio Riesco y Desembocadura"
"1793","0","Rio azopardo en desembocadura DMC",-54.50278,-68.82444,32,"Región de Magallanes y Antártica Chilena","Sur","Timaukel","Tierra del Fuego","Costeras entre Cabo Nose y R. Azopardo (incl.)"
"1794","470006","Rio baker angostura chacabuco DMC",-47.14139,-72.72583,160,"Región de Aysén del Gral.Ibañez del Campo","Sur","Cochrane","Rio Baker","R. Baker entre Desague L. J. M. Carrera y R. de La Colonia"
"1795","370052","Rio bio bio en coihue DMC",-37.55972,-72.58889,70,"Región del Bío-Bío","Centro","Negrete","Rio Bio-Bio","Rio Bio-Bio entre Rio Duqueco y Rio Vergara"
"1796","360073","Rio bio bio en desembocadura DMC",-36.83778,-73.06167,12,"Región del Bío-Bío","Centro","Concepción","Rio Bio-Bio","Rio Bio-Bio Bajo"
"1797","370062","Rio bio bio en la culebra DMC",-37.79556,-71.69889,353,"Región del Bío-Bío","Centro","Santa Bárbara","Rio Bio-Bio","Rio Bio-Bio entre Rio Ranquil y Rio Duqueco"
"1798","380039","Rio bio bio en llanquen DMC",-38.20083,-71.29889,750,"Región de La Araucanía","Centro","Lonquimay","Rio Bio-Bio","Rio Bio-Bio Alto (Hasta despues junta Rio Lamin)"
"1799","370053","Rio bio bio en longitudinal DMC",-37.60194,-72.27833,131,"Región del Bío-Bío","Centro","Mulchén","Rio Bio-Bio","Rio Bio-Bio entre Rio Ranquil y Rio Duqueco"
"1800","370057","Rio bio bio en pte piulo DMC",-37.70917,-71.82361,291,"Región del Bío-Bío","Centro","Santa Bárbara","Rio Bio-Bio","Rio Bio-Bio entre Rio Ranquil y Rio Duqueco"
"1801","370058","Rio bio bio en rucalhue DMC",-37.70972,-71.90222,263,"Región del Bío-Bío","Centro","Santa Bárbara","Rio Bio-Bio","Rio Bio-Bio entre Rio Ranquil y Rio Duqueco"
"1802","400912","Rio bueno d o s DMC",-40.33333,-72.91667,66,"Región de Los Ríos","Sur","La Unión","Rio Bueno","Rio Bueno entre Lago Ranco y Rio Pilmaiquen"
"1803","400006","Rio bueno DMC",-40.33555,-72.95278,64,"Región de Los Ríos","Sur","Río Bueno","Rio Bueno","Rio Bueno entre Lago Ranco y Rio Pilmaiquen"
"1804","340099","Rio cachapoal 5 km bajo jta cortaderal DMC",-34.35194,-70.36056,1160,"Región del Libertador Bernardo O'Higgins","Centro","Machalí","Rio Rapel","Rio Cachapoal Alto (Hasta bajo junta Rio Claro)"
"1805","340097","Rio cachapoal en pte arqueado DMC",-34.27417,-71.36889,120,"Región del Libertador Bernardo O'Higgins","Centro","Las Cabras","Rio Rapel","Cachapoal Bajo"
"1806","0","Rio caleta en tierra del fuego DMC",-53.85861,-69.99889,280,"Región de Magallanes y Antártica Chilena","Sur","Timaukel","Tierra del Fuego","Costeras entre Cabo Nose y R. Azopardo (incl.)"
"1807","390041","Rio calle calle en pupunahue DMC",-39.80444,-72.9025,60,"Región de Los Ríos","Sur","Máfil","Rio Valdivia","Rio Calle Calle"
"1808","180028","Rio camarones en chilpe DMC",-18.94194,-69.61611,1572,"Región de Arica y Parinacota","Norte","Camarones","Q. Rio Camarones","Rio Camarones Antes Junta Quebrada de Chiza"
"1809","170006","Rio caracarani en humapalca DMC",-17.83861,-69.70639,3983,"Región de Arica y Parinacota","Norte","General Lagos","Rio Lluta","Rio Lluta Alto"
"1810","290009","Rio carmen en el corral DMC",-29.11305,-70.41639,1681,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio del Carmen"
"1811","380058","Rio cautin en almagro DMC",-38.77944,-72.95306,30,"Región de La Araucanía","Centro","Nueva Imperial","Rio Imperial","Rio Cautin entre Rio Quepe y Rio Chol-Chol"
"1812","380053","Rio cautin en cajon DMC",-38.68667,-72.50278,130,"Región de La Araucanía","Centro","Padre Las Casas","Rio Imperial","Cautin Alto (hasta antes junta R. Quepe)"
"1813","380045","Rio cautin en rariruca DMC",-38.43,-72.01028,424,"Región de La Araucanía","Centro","Curacautín","Rio Imperial","Cautin Alto (hasta antes junta R. Quepe)"
"1814","310035","Rio chalinga en la palmilla DMC",-31.69944,-70.71639,1430,"Región de Coquimbo","Norte","Salamanca","Rio Choapa","Rio Choapa Medio (entre Rios Cuncumen e Illapel)"
"1815","310039","Rio choapa en cuncumen DMC",-31.96917,-70.59,1223,"Región de Coquimbo","Norte","Salamanca","Rio Choapa","Rio Choapa Alto (hasta abajo junta Rio Cuncumen)"
"1816","310036","Rio choapa en salamanca DMC",-31.81555,-70.9325,562,"Región de Coquimbo","Norte","Salamanca","Rio Choapa","Rio Choapa Medio (entre Rios Cuncumen e Illapel)"
"1817","380050","Rio chol chol en chol chol DMC",-38.60778,-72.84722,29,"Región de La Araucanía","Centro","Cholchol","Rio Imperial","R.  Chol Chol"
"1818","350072","Rio cipreces en de laguna invernada DMC",-35.73667,-70.77639,1300,"Región del Maule","Centro","San Clemente","Rio Maule","Rio Maule Alto (Hasta antes junta Rio Melado)"
"1819","340062","Rio cipreses DMC",-34.26555,-70.46583,943,"Región del Libertador Bernardo O'Higgins","Centro","Machalí","Rio Rapel","Rio Cachapoal Alto (Hasta bajo junta Rio Claro)"
"1820","440002","Rio cisnes DMC",-44.49917,-71.31556,755,"Región de Aysén del Gral.Ibañez del Campo","Sur","Lago Verde","Costeras e Islas entre R.Palena y R.Aisen","Rio Cisnes"
"1821","330075","Rio clarillo DMC",-33.72833,-70.49667,876,"Región Metropolitana de Santiago","Centro","Pirque","Rio Maipo","Rio Maipo Medio"
"1822","340105","Rio claro en el valle DMC",-34.68667,-70.87389,476,"Región del Libertador Bernardo O'Higgins","Centro","San Fernando","Rio Rapel","Rio Tinguiririca Alto (Hasta bajo junta Rio Claro)"
"1823","340103","Rio claro en hda las nieves DMC",-34.49611,-70.70472,724,"Región del Libertador Bernardo O'Higgins","Centro","Rengo","Rio Rapel","Cachapoal Bajo"
"1824","350062","Rio claro en rauquen DMC",-35.45139,-71.73333,79,"Región del Maule","Centro","Pencahue","Rio Maule","Rio Claro"
"1825","290011","Rio claro en rivadavia DMC",-29.9825,-70.55555,830,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","Rio Claro"
"1826","350067","Rio claro en san carlos DMC",-35.69917,-71.06167,539,"Región del Maule","Centro","San Clemente","Rio Maule","Maule Medio"
"1827","470008","Rio cochrane en cochrane DMC",-47.25167,-72.56444,140,"Región de Aysén del Gral.Ibañez del Campo","Sur","Cochrane","Rio Baker","R. Baker entre Desague L. J. M. Carrera y R. de La Colonia"
"1828","310031","Rio cogoti en fraguita DMC",-31.11528,-70.88694,1024,"Región de Coquimbo","Norte","Combarbalá","Rio Limari","R. Guatulame (Muro Embalse Paloma)"
"1829","310030","Rio cogoti entrada embalse cogoti DMC",-31.03583,-71.04222,670,"Región de Coquimbo","Norte","Combarbalá","Rio Limari","R. Guatulame (Muro Embalse Paloma)"
"1830","330142","Rio colorado antes junta rio olivares DMC",-33.49305,-70.1375,1587,"Región Metropolitana de Santiago","Centro","San José de Maipo","Rio Maipo","Rio Maipo Alto"
"1831","280020","Rio conay en albaricoque DMC",-28.95305,-70.11667,1511,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio Transito"
"1832","280019","Rio conay en las lozas DMC",-28.94861,-70.10333,1570,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio Transito"
"1833","0","Rio condor DMC",-53.99639,-70.07805,0,"Región de Magallanes y Antártica Chilena","Sur","Timaukel","Tierra del Fuego","Costeras entre Cabo Nose y R. Azopardo (incl.)"
"1834","270011","Rio copiapo en la puerta DMC",-27.8075,-70.12833,888,"Región de Atacama","Norte","Tierra Amarilla","Rio Copiapo","R.  Copiapo Medio"
"1835","280011","Rio copiapo en pastillo DMC",-28.00361,-69.97722,1155,"Región de Atacama","Norte","Tierra Amarilla","Rio Copiapo","R.  Copiapo Medio"
"1836","310037","Rio cuncumen antes junta choapa DMC",-31.8775,-70.61639,1123,"Región de Coquimbo","Norte","Salamanca","Rio Choapa","Rio Choapa Alto (hasta abajo junta Rio Cuncumen)"
"1837","390032","Rio curaco en colico DMC",-39.06111,-72.18111,257,"Región de La Araucanía","Centro","Cunco","Rio Tolten","Rio Allipen"
"1838","370048","Rio curanilahue en curanilahue DMC",-37.48083,-73.33722,139,"Región del Bío-Bío","Centro","Curanilahue","Rio Lebu","Rio Curanilahue"
"1839","180021","Rio desaguadero cotacotani DMC",-18.19055,-69.24778,4550,"Región de Arica y Parinacota","Norte","Putre","Altiplanicas","Rio Lauca"
"1840","370051","Rio duqueco en cerrillos DMC",-37.5425,-72.31194,129,"Región del Bío-Bío","Centro","Los Angeles","Rio Bio-Bio","Rio Bio-Bio entre Rio Ranquil y Rio Duqueco"
"1841","300040","Rio elqui en algarrobal DMC",-30.00055,-70.58694,771,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","R. Elqui Medio"
"1842","400046","Rio forrahue en rio negro DMC",-40.79556,-73.21444,52,"Región de Los Lagos","Sur","Río Negro","Rio Bueno","Rio Negro"
"1843","390042","Rio fui en desg lago pirihueico DMC",-39.87472,-71.88972,600,"Región de Los Ríos","Sur","Panguipulli","Rio Valdivia","Rio Valdivia Alto (hasta desague Lago Panguipulli)"
"1844","430011","Rio futaleufu ante junta rio malito DMC",-43.44917,-72.1075,42,"Región de Los Lagos","Sur","Palena","Rio Yelcho","Rio Futaleufu"
"1845","310029","Rio grande en las ramadas DMC",-31.01555,-70.58472,1380,"Región de Coquimbo","Norte","Monte Patria","Rio Limari","Rio Grande Alto (hasta arriba junta Rio Rapel)"
"1846","0","Rio grande en tierra del fuego DMC",-53.89278,-68.88444,100,"Región de Magallanes y Antártica Chilena","Sur","Timaukel","Tierra del Fuego","Afluentes Rio Grande y Cuencas Cerradas"
"1847","180026","Rio guallatire en guallatire DMC",-18.49667,-69.15139,4238,"Región de Arica y Parinacota","Norte","Putre","Altiplanicas","Rio Lauca"
"1848","280016","Rio huasco en algodones DMC",-28.73111,-70.50639,744,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio Huasco"
"1849","370056","Rio huequecura aguas arriba emb angostura DMC",-37.70444,-71.76805,330,"Región del Bío-Bío","Centro","Santa Bárbara","Rio Bio-Bio","Rio Bio-Bio entre Rio Ranquil y Rio Duqueco"
"1850","460007","Rio ibannez en desembocadura DMC",-46.26917,-71.99083,220,"Región de Aysén del Gral.Ibañez del Campo","Sur","Río Ibáñez","Rio Baker","R. Ibañez"
"1851","310034","Rio illapel en el peral DMC",-31.66861,-71.25556,206,"Región de Coquimbo","Norte","Illapel","Rio Choapa","Rio Illapel"
"1852","310033","Rio illapel en huintil DMC",-31.56555,-70.96555,660,"Región de Coquimbo","Norte","Illapel","Rio Choapa","Rio Illapel"
"1853","310032","Rio illapel en las burras DMC",-31.51056,-70.81611,1158,"Región de Coquimbo","Norte","Illapel","Rio Choapa","Rio Illapel"
"1854","320076","Rio juncal en juncal DMC",-32.87028,-70.14722,1800,"Región de Valparaíso","Centro","Los Andes","Rio Aconcagua","Aconcagua Alto"
"1855","510008","Rio las chinas en c guido DMC",-51.05083,-72.51694,75,"Región de Magallanes y Antártica Chilena","Sur","Torres del Paine","Costeras entre Seno Andrew y R. Hollemberg e islas al oriente","Rio Serrano"
"1856","0","Rio las minas bt sendos DMC",-53.13806,-70.9875,185,"Región de Magallanes y Antártica Chilena","Sur","Punta Arenas","Costeras entre Lag.  Blanca(inc), Seno Otway, canal Jeronimo y Magallanes","Costeras e Islas Orientales de la Peninsula Brunswick"
"1857","0","Rio las minas DMC",-53.16,-71.0225,375,"Región de Magallanes y Antártica Chilena","Sur","Punta Arenas","Costeras entre Lag.  Blanca(inc), Seno Otway, canal Jeronimo y Magallanes","Costeras e Islas Orientales de la Peninsula Brunswick"
"1858","390037","Rio leufucade en purulon DMC",-39.47805,-72.69083,97,"Región de Los Ríos","Sur","Lanco","Rio Valdivia","Rio Cruces"
"1859","400036","Rio llollelhue en la union DMC",-40.26667,-73.08333,70,"Región de Los Ríos","Sur","La Unión","Rio Bueno","Rio Bueno entre Lago Ranco y Rio Pilmaiquen"
"1860","180019","Rio lluta en alcerreca DMC",-18.00361,-69.6325,3600,"Región de Arica y Parinacota","Norte","General Lagos","Rio Lluta","Rio Lluta Alto"
"1861","210006","Rio loa antes represa lequena DMC",-21.65583,-68.66194,3319,"Región de Antofagasta","Norte","Calama","Rio Loa","Rio Loa Alto (bajo junta Rio Salado)"
"1862","220011","Rio loa en salida embalse conchi DMC",-22.02778,-68.62139,2950,"Región de Antofagasta","Norte","Calama","Rio Loa","Rio Loa Alto (bajo junta Rio Salado)"
"1863","380038","Rio lomin en puente la junta DMC",-38.06611,-71.34944,745,"Región del Bío-Bío","Centro","Alto Biobío","Rio Bio-Bio","Rio Bio-Bio Alto (Hasta despues junta Rio Lamin)"
"1864","350065","Rio loncomilla en las brisas DMC",-35.6175,-71.76833,80,"Región del Maule","Centro","San Javier","Rio Maule","Rio Loncomilla"
"1865","360053","Rio longavi en la quiriquina DMC",-36.22944,-71.45722,455,"Región del Maule","Centro","Parral","Rio Maule","Rio Loncomilla"
"1866","330153","Rio maipo en cabimbao DMC",-33.7675,-71.53055,48,"Región de Valparaíso","Centro","San Antonio","Rio Maipo","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)"
"1867","330145","Rio maipo en el manzano DMC",-33.5975,-70.37944,890,"Región Metropolitana de Santiago","Centro","San José de Maipo","Rio Maipo","Rio Maipo Medio"
"1868","330152","Rio maipo en san alfonso DMC",-33.735,-70.30111,887,"Región Metropolitana de Santiago","Centro","San José de Maipo","Rio Maipo","Rio Maipo Alto"
"1869","330134","Rio mapocho en los almendros DMC",-33.37055,-70.45111,993,"Región Metropolitana de Santiago","Centro","Lo Barnechea","Rio Maipo","R.  Mapocho Alto"
"1870","340111","Rio mataquito en licanten DMC",-34.98417,-72.00972,23,"Región del Maule","Centro","Licantén","Rio Mataquito","Rio Mataquito"
"1871","350069","Rio maule en armerillo DMC",-35.70917,-71.1175,474,"Región del Maule","Centro","Colbún","Rio Maule","Maule Medio"
"1872","350060","Rio maule en forel DMC",-35.40805,-72.21055,34,"Región del Maule","Centro","Constitución","Rio Maule","Maule Bajo"
